"Var1" "Var2" "value" "gender"
"460" 60 6 233.302863811245 "m"
"461" 61 6 233.59657192739 "m"
"462" 62 6 238.099922258378 "m"
"463" 63 6 227.265094415342 "m"
"464" 64 6 216.625450074681 "m"
"465" 65 6 200.262355522653 "m"
"466" 66 6 179.922517461344 "m"
"467" 67 6 164.088801350178 "m"
"468" 68 6 144.155894191256 "m"
"469" 69 6 117.370748091019 "m"
"470" 70 6 98.9926232291008 "m"
"471" 71 6 74.6877644199798 "m"
"472" 72 6 59.8598710376643 "m"
"473" 73 6 40.3418019399056 "m"
"474" 74 6 28.9094782936338 "m"
"475" 75 6 16.6475324138493 "m"
"476" 76 6 9.56990311656014 "m"
"477" 77 6 5.73918106921119 "m"
"478" 78 6 3.6237937579766 "m"
"479" 79 6 1.58253814051062 "m"
"480" 80 6 0.827257613628983 "m"
"481" 1 7 2.48143741230964 "m"
"482" 2 7 2.79720848594825 "m"
"483" 3 7 3.10075018169777 "m"
"484" 4 7 3.47498586514037 "m"
"485" 5 7 3.87863163982252 "m"
"486" 6 7 4.31570906957193 "m"
"487" 7 7 4.87216456014408 "m"
"488" 8 7 5.38226498567124 "m"
"489" 9 7 5.80263611721937 "m"
"490" 10 7 6.32609568883326 "m"
"491" 11 7 6.84184876808891 "m"
"492" 12 7 7.45030565646215 "m"
"493" 13 7 8.25634098399772 "m"
"494" 14 7 8.92548541364411 "m"
"495" 15 7 9.66968020753307 "m"
"496" 16 7 10.6159499515509 "m"
"497" 17 7 11.7036533249752 "m"
"498" 18 7 12.9117564795004 "m"
"499" 19 7 13.9109324036207 "m"
"500" 20 7 14.4846135022569 "m"
"501" 21 7 15.2318624786185 "m"
"502" 22 7 16.704886367123 "m"
"503" 23 7 18.6394787980629 "m"
"504" 24 7 20.8099825890719 "m"
"505" 25 7 23.5706100569579 "m"
"506" 26 7 26.9939363852654 "m"
"507" 27 7 30.6140793602513 "m"
"508" 28 7 33.6242087156508 "m"
"509" 29 7 36.8875276848838 "m"
"510" 30 7 40.9455867773053 "m"
"511" 31 7 45.3058297975159 "m"
"512" 32 7 49.9084397442841 "m"
"513" 33 7 54.7230135394475 "m"
"514" 34 7 59.9170607103148 "m"
"515" 35 7 64.6494211264589 "m"
"516" 36 7 72.3600017404179 "m"
"517" 37 7 75.7086974792219 "m"
"518" 38 7 82.2602692874364 "m"
"519" 39 7 81.2600049024759 "m"
"520" 40 7 90.1352666074378 "m"
"521" 41 7 95.4453982942555 "m"
"522" 42 7 97.4127953856595 "m"
"523" 43 7 104.076853953585 "m"
"524" 44 7 111.692846695029 "m"
"525" 45 7 117.94186184835 "m"
"526" 46 7 123.437776478246 "m"
"527" 47 7 128.633458168607 "m"
"528" 48 7 150.460507573441 "m"
"529" 49 7 169.492361945378 "m"
"530" 50 7 190.11480430377 "m"
"531" 51 7 220.845516748749 "m"
"532" 52 7 224.974806075297 "m"
"533" 53 7 207.067391900614 "m"
"534" 54 7 217.838363231865 "m"
"535" 55 7 226.42784063526 "m"
"536" 56 7 223.920042437957 "m"
"537" 57 7 208.974417663563 "m"
"538" 58 7 218.617046984791 "m"
"539" 59 7 232.683637350955 "m"
"540" 60 7 238.392057375016 "m"
"541" 61 7 245.523030662192 "m"
"542" 62 7 233.128451402348 "m"
"543" 63 7 225.001791100075 "m"
"544" 64 7 208.060250954347 "m"
"545" 65 7 181.848634278787 "m"
"546" 66 7 165.840756292286 "m"
"547" 67 7 147.98454219474 "m"
"548" 68 7 122.386615567224 "m"
"549" 69 7 99.7452613817218 "m"
"550" 70 7 78.483511837413 "m"
"551" 71 7 59.8911988371616 "m"
"552" 72 7 42.141363551843 "m"
"553" 73 7 29.9613426175683 "m"
"554" 74 7 17.1389170532609 "m"
"555" 75 7 9.73023298290869 "m"
"556" 76 7 5.59346482308265 "m"
"557" 77 7 3.3544652472379 "m"
"558" 78 7 2.11805309463096 "m"
"559" 79 7 0.924969805056349 "m"
"560" 80 7 0.483519666301936 "m"
"561" 1 8 2.72554152734697 "m"
"562" 2 8 3.07228362011011 "m"
"563" 3 8 3.40556326199841 "m"
"564" 4 8 3.81644942325661 "m"
"565" 5 8 4.25958950748213 "m"
"566" 6 8 4.73938961648203 "m"
"567" 7 8 5.35021664306929 "m"
"568" 8 8 5.91005612197564 "m"
"569" 9 8 6.37128034680608 "m"
"570" 10 8 6.9455957039271 "m"
"571" 11 8 7.5113301013724 "m"
"572" 12 8 8.1786967160538 "m"
"573" 13 8 9.06277031351418 "m"
"574" 14 8 9.79636400808185 "m"
"575" 15 8 10.6120898253572 "m"
"576" 16 8 11.6492785648085 "m"
"577" 17 8 12.8412757576973 "m"
"578" 18 8 14.1648937728748 "m"
"579" 19 8 15.2587761570501 "m"
"580" 20 8 15.8854476789307 "m"
"581" 21 8 16.7019673237026 "m"
"582" 22 8 18.3135487920312 "m"
"583" 23 8 20.4300128941562 "m"
"584" 24 8 22.8035873291363 "m"
"585" 25 8 25.8219254326033 "m"
"586" 26 8 29.5637220206865 "m"
"587" 27 8 33.5179009684832 "m"
"588" 28 8 36.8007612146729 "m"
"589" 29 8 40.3569599627552 "m"
"590" 30 8 44.7778997062439 "m"
"591" 31 8 49.523388669324 "m"
"592" 32 8 54.5268010863988 "m"
"593" 33 8 59.7535795262383 "m"
"594" 34 8 65.3850203611264 "m"
"595" 35 8 73.5728604087375 "m"
"596" 36 8 77.5064393802095 "m"
"597" 37 8 85.102279070652 "m"
"598" 38 8 83.6239958706174 "m"
"599" 39 8 91.7590585111757 "m"
"600" 40 8 97.8000045555188 "m"
"601" 41 8 100.570514440395 "m"
"602" 42 8 107.452152496777 "m"
"603" 43 8 113.259165918625 "m"
"604" 44 8 117.770893683999 "m"
"605" 45 8 125.406578226747 "m"
"606" 46 8 129.297868227 "m"
"607" 47 8 147.422818190093 "m"
"608" 48 8 164.078573778739 "m"
"609" 49 8 180.918596627323 "m"
"610" 50 8 204.402404152901 "m"
"611" 51 8 241.639020737735 "m"
"612" 52 8 239.133966203798 "m"
"613" 53 8 219.05892515284 "m"
"614" 54 8 232.069829396433 "m"
"615" 55 8 242.655117705424 "m"
"616" 56 8 230.012650072615 "m"
"617" 57 8 222.654488162733 "m"
"618" 58 8 225.095047559717 "m"
"619" 59 8 237.75932330807 "m"
"620" 60 8 250.563353432697 "m"
"621" 61 8 240.396567033629 "m"
"622" 62 8 230.806755682645 "m"
"623" 63 8 216.105398074512 "m"
"624" 64 8 188.929528892263 "m"
"625" 65 8 167.616124235215 "m"
"626" 66 8 149.564554041497 "m"
"627" 67 8 125.637091546534 "m"
"628" 68 8 104.00789939509 "m"
"629" 69 8 79.0802197883057 "m"
"630" 70 8 62.9349619632717 "m"
"631" 71 8 42.1634183301946 "m"
"632" 72 8 31.2978541124439 "m"
"633" 73 8 17.7625123743555 "m"
"634" 74 8 10.0174399338752 "m"
"635" 75 8 5.68717522501537 "m"
"636" 76 8 3.26929628711946 "m"
"637" 77 8 1.96063462003184 "m"
"638" 78 8 1.23797026301538 "m"
"639" 79 8 0.540630976508359 "m"
"640" 80 8 0.282609992158486 "m"
"641" 1 9 2.99356899296669 "m"
"642" 2 9 3.37429835168395 "m"
"643" 3 9 3.7402051264438 "m"
"644" 4 9 4.1912997749598 "m"
"645" 5 9 4.67776070091746 "m"
"646" 6 9 5.20441395011955 "m"
"647" 7 9 5.87486508179124 "m"
"648" 8 9 6.48922725082209 "m"
"649" 9 9 6.99520519163267 "m"
"650" 10 9 7.6252287724043 "m"
"651" 11 9 8.24568731351386 "m"
"652" 12 9 8.97754222423098 "m"
"653" 13 9 9.94704408760833 "m"
"654" 14 9 10.7511202629713 "m"
"655" 15 9 11.645042704096 "m"
"656" 16 9 12.7816156438703 "m"
"657" 17 9 14.0875726168445 "m"
"658" 18 9 15.5373440900649 "m"
"659" 19 9 16.7344810580942 "m"
"660" 20 9 17.4186333699063 "m"
"661" 21 9 18.3103486478979 "m"
"662" 22 9 20.0727736012575 "m"
"663" 23 9 22.3872163839254 "m"
"664" 24 9 24.9816415521666 "m"
"665" 25 9 28.2801372364897 "m"
"666" 26 9 32.3679146215228 "m"
"667" 27 9 36.6844103422443 "m"
"668" 28 9 40.262032728967 "m"
"669" 29 9 44.1341802106684 "m"
"670" 30 9 48.9463131093542 "m"
"671" 31 9 54.1061186631447 "m"
"672" 32 9 59.5393296949707 "m"
"673" 33 9 65.2066200787563 "m"
"674" 34 9 74.4099930367792 "m"
"675" 35 9 78.8055598140385 "m"
"676" 36 9 87.1230763904954 "m"
"677" 37 9 86.5131210392384 "m"
"678" 38 9 94.4284847046139 "m"
"679" 39 9 99.5618771450172 "m"
"680" 40 9 103.051555614007 "m"
"681" 41 9 110.93530589637 "m"
"682" 42 9 116.932254441254 "m"
"683" 43 9 119.422448105035 "m"
"684" 44 9 125.224789232229 "m"
"685" 45 9 131.360136977341 "m"
"686" 46 9 148.184277958312 "m"
"687" 47 9 160.765945437649 "m"
"688" 48 9 175.139840898722 "m"
"689" 49 9 194.515078623261 "m"
"690" 50 9 223.647722186443 "m"
"691" 51 9 256.846970674913 "m"
"692" 52 9 252.982515128613 "m"
"693" 53 9 233.370131108978 "m"
"694" 54 9 248.701447711019 "m"
"695" 55 9 249.257485258701 "m"
"696" 56 9 245.069944184854 "m"
"697" 57 9 229.252125090965 "m"
"698" 58 9 230.005198462127 "m"
"699" 59 9 249.898314624815 "m"
"700" 60 9 245.33164904 "m"
"701" 61 9 238.002489102102 "m"
"702" 62 9 221.680838944521 "m"
"703" 63 9 196.234940898207 "m"
"704" 64 9 174.142827698983 "m"
"705" 65 9 151.165681053821 "m"
"706" 66 9 126.9785025486 "m"
"707" 67 9 106.770253571446 "m"
"708" 68 9 82.4597322213332 "m"
"709" 69 9 63.4134547232594 "m"
